Bassett, Richard 
Hay, James 
Henry, Robert Lee
Hinds, Asher Crosby
Hopwood, Robert Freeman
Howell, Joseph 
Hughes, Dudley Mays
Humphrey, William Ewart
Husting, Paul Oscar
Johnson, Edwin Stockton
Johnson, Joseph Travis
Keister, Abraham Lincoln
Kent, William 
Konop, Thomas Frank
Lafean, Daniel Franklin
Lieb, Charles 
Liebel, Michael 
Lindbergh, Charles August
Lloyd, James Tilghman
Loft, George William
Loud, George Alvin
Matthews, Nelson Edwin
McCorkle, Paul Grier
McCracken, Robert McDowell
McDermott, James Thomas
McGillicuddy, Daniel John
Miller, Samuel Henry
Miller, Thomas Woodnutt
Mooney, William Crittenden
Morgan, Lewis Lovering
Morrison, Martin Andrew
Moss, Hunter Holmes
Moss, Ralph Wilbur
Murray, William Henry David
Newlands, Francis Griffith
North, Solomon Taylor
Oakey, Peter Davis
Oglesby, Woodson Ratcliffe
Page, Robert Newton
Patten, Thomas Gedney
Penrose, Boies 
Phelan, James Duval
Quezon, Manuel Luis
Rauch, George Washington
Rivera, Luis Muñoz
Roberts, Ernest William
Rucker, Tinsley White
Russell, Joshua Edward
Sherman, Lawrence Yates
Shively, Benjamin Franklin
Smith, George Ross
Smith, Hoke 
Smith, John Walter
Smith, Marcus Aurelius
Smith, William Robert
Sparkman, Stephen Milancthon
Steele, Thomas Jefferson
Stephens, John Hall
Stephens, William Dennison
Stone, Claudius Ulysses
Stone, William Joel
Stout, Tom 
Taggart, Joseph 
Tavenner, Clyde Howard
Thomas, Charles Spalding
Tribble, Samuel Joelah
Williams, Seward Henry
Williams, William Elza
Wilson, Emmett 
Witherspoon, Samuel Andrew
Kirby, William Fosgate
Taggart, Thomas 
Adamson, William Charles
Austin, Richard Wilson
Bacon, Mark Reeves
Barnhart, Henry A.
Bathrick, Elsworth Raymond
Beakes, Samuel Willard
Beshlin, Earl Hanley
Birch, William Fred
Bleakley, Orrin Dubbs
Borland, William Patterson
Britt, James Jefferson
Brodbeck, Andrew R.
Bruckner, Henry 
Calder, William Musgrave
Capstick, John Henry
Carter, William Henry
Cary, William Joseph
Clark, Henry Alden
Claypool, Horatio Clifford
Comstock, Daniel Webster
Connelly, John Robert
Conry, Michael Francis
Cooper, Edward 
Cox, William Elijah
Culberson, Charles Allen
Dale, Harry Howard
Davidson, James Henry
Decker, Perl D.
Denton, George Kirkpatrick
Dies, Martin 
Dillon, Charles Hall
Dixon, Lincoln 
Doolittle, Dudley 
Drukker, Dow Henry
Essen, Frederick 
Fairchild, George Winthrop
Finley, David Edward
Fitzgerald, John Joseph
Flynn, Joseph Vincent
Foss, George Edmund
Foster, Martin David
France, Joseph Irvin
Francis, George Blinn
Frelinghuysen, Joseph Sherman
Gardner, Augustus Peabody
Gordon, William 
Gray, Edward Winthrop
Gray, Oscar Lee
Gregg, Alexander White
Griffin, Daniel Joseph
Hamilton, Charles Mann
Hamlin, Courtney Walker
Hayes, Everis Anson
Heaton, Robert Douglas
Heintz, Victor 
Helgesen, Henry Thomas
Helvering, Guy Tresillian
Hensley, Walter Lewis
Hill, Ebenezer J.
Hilliard, Benjamin Clark
Hitchcock, Gilbert Monell
Hollingsworth, David Adams
Hood, George Ezekial
Houston, William Cannon
Howard, William Schley
Hulbert, George Murray
Jones, William Atkinson
Keating, Edward 
Kehoe, James Walter
Kellogg, Frank Billings
Key, John Alexander
Knox, Philander Chase
La Follette, William Leroy
Littlepage, Adam Brown
Lobeck, Charles Otto
Lunn, George Richard
Martin, Charles 
McCumber, Porter James
McLemore, Atkins Jefferson
Meeker, Jacob Edwin
Miller, Clarence Benjamin
Myers, Henry Lee
New, Harry Stewart
Norton, Patrick Daniel
O’Shaunessy, George Francis
Oliver, Daniel Charles
Overmyer, Arthur Warren
Page, Carroll Smalley
Poindexter, Miles 
Polk, Albert Fawcett
Pomerene, Atlee 
Powers, Caleb 
Pratt, Harry Hayt
Price, Jesse Dashiell
Roberts, Edwin Ewing
Rowland, Charles Hedding
Russell, Joseph James
Scott, George Cromwell
Scott, John Roger Kirkpatrick
Shackleford, Dorsey William
Sherley, Joseph Swagar
Shouse, Jouett 
Slayden, James Luther
Smith, Charles Bennett
Snook, John Stout
Stephens, Dan Voorhees
Sterling, Bruce Foster
Sterling, John Allen
Sulloway, Cyrus Adams
Sutherland, Howard 
Swift, Oscar William
Switzer, Robert Mauck
Talbott, Joshua Frederick Cockey
Templeton, Thomas Weir
Townsend, Charles Elroy
Waldow, William Frederick
Walker, John Randall
Walton, William Bell
White, George 
Williams, John Sharp
Wolcott, Josiah Oliver
Woods, Frank Plowman
Baird, David 
Benet, Christie 
Drew, Irving Webster
Gay, Edward James
Guion, Walter 
Henderson, Charles Belknap
Martin, George Brown
Mulkey, Frederick William
Nugent, John Frost
Pollock, William Pegues
Wilfley, Xenophon Pierce
Alexander, Joshua Willis
Andrews, William Noble
Babka, John Joseph
Baer, John Miller
Ball, Lewis Heisler
Bankhead, John Hollis
Bee, Carlos 
Benson, Carville Dickinson
Bland, William Thomas
Booher, Charles Ferris
Browning, William John
Brumbaugh, Clement Laird
Burnett, John Lawson
Caldwell, Charles Pope
Candler, Ezekiel Samuel
Carlin, Charles Creighton
Clark, James Beauchamp
Coady, Charles Pearce
Colt, LeBaron Bradford
Costello, Peter Edward
Currie, Gilbert Archibald
Dent, Stanley Hubert
Dewalt, Arthur Granville
Dial, Nathaniel Barksdale
Donovan, Jerome Francis
Dooling, Peter Joseph
Doremus, Frank Ellsworth
Elkins, Davis 
Ellsworth, Franklin Fowler
Emerson, Henry Ivory
Esch, John Jacob
Estopinal, Albert 
Evans, Charles Robley
Fall, Albert Bacon
Farr, John Richard
Ferris, Scott 
Fitzgerald, John Francis
Fuller, Alvan Tufts
Gallagher, Thomas 
Gandy, Harry Luther
Gard, Warren 
Garland, Mahlon Morris
Godwin, Hannibal Lafayette
Goldfogle, Henry Mayer
Goodall, Louis Bertrand
Goodwin, William Shields
Grigsby, George Barnes
Hamill, James Alphonsus
Hamilton, Edward La Rue
Haskell, Reuben Locke
Helm, Harvey 
Hernández, Benigno Cárdenas
Hersman, Hugh Steel
Hill, William Henry
Holland, Edward Everett
Hulings, Willis James
Igoe, William Leo
Johnston, John Brown
Juul, Niels 
Kennedy, Charles Augustus
Kenyon, William Squire
Kettner, William 
Lesher, John Vandling
Lever, Asbury Francis
MacCrate, John 
Maher, James Paul
Mann, Edward Coke
Mays, James Henry
McCormick, Joseph Medill
McGlennon, Cornelius Augustine
McKiniry, Richard Francis
McLane, Patrick 
Monahan, James Gideon
Moon, John Austin
Moore, Joseph Hampton
Morgan, Dick Thompson
Nelson, Knute 
Newberry, Truman Handy
Nicholls, Samuel Jones
Nichols, Charles Archibald
Olney, Richard 
Owen, Robert Latham
Pell, Herbert Claiborne
Phelan, Michael Francis
Platt, Edmund 
Ragsdale, James Willard
Ramsey, John Rathbone
Randall, Charles Hiram
Randall, Clifford Ellsworth
Robbins, Edward Everett
Robinson, Leonidas Dunlap
Rowan, Joseph 
Rowe, Frederick William
Sanders, Jared Young
Sanford, Rollin Brewster
Saunders, Edward Watts
Scully, Thomas Joseph
Sells, Sam Riley
Shields, John Knight
Sims, Thetus Willrette
Small, John Humphrey
Smith, Thomas Francis
Stanley, Augustus Owsley
Steele, Henry Joseph
Sterling, Thomas 
Sulzer, Charles August
Swindall, Charles 
Swope, King 
Thompson, Joseph Bryan
Van Dyke, Carl Chester
Venable, William Webb
Watkins, John Thomas
Watson, Walter Allen
Webb, Edwin Yates
Welling, Milton Holmes
Welty, Benjamin Franklin
Whaley, Richard Smith
Wilson, James Clifton
Wilson, John Haden
Wilson, William Warfield
Yangco, Teodoro Rafael
Young, James 
Comer, Braxton Bragg
Harding, Warren Gamaliel
Andrews, William Ezekiel
Ansorge, Martin Charles
Appleby, Theodore Frank
Atkeson, William Oscar
Baldwin, Henry Alexander
Benham, John Samuel
Bird, Richard Ely
Blackmon, Fred Leonard
Blakeney, Albert Alexander
Bland, Oscar Edward
Bond, Charles Grosvenor
Bowers, George Meade
Brandegee, Frank Bosworth
Brennan, Vincent Morrison
Brinson, Samuel Mitchell
Brooks, Edward Schroeder
Brooks, Edwin Bruce
Brown, Joseph Edgar
Burke, William Joseph
Burroughs, Sherman Everett
Bursum, Holm Olaf
Cameron, Ralph Henry
Campbell, Philip Pitt
Cannon, Joseph Gurney
Chandler, Thomas Alberter
Chandler, Walter Marion
Classon, David Guy
Clouse, Wynne F.
Codd, George Pierre
Connell, Charles Robert
Copley, Ira Clifton
Coughlin, Clarence Dennis
Crago, Thomas Spencer
Crow, William Evans
Cummins, Albert Baird
De Veyra, Jaime Carlos
Dillingham, William Paul
Dunn, Thomas Byrne
Echols, Leonard Sidney
Elston, John Arthur
Ernst, Richard Pretlow
Evans, Robert Emory
Flood, Henry De La Warr
Fordney, Joseph Warren
Frankhauser, William Horace
Gahn, Harry Conrad
Gensman, Lorraine Michael
Gernerd, Fred Benjamin
Good, James William
Goodykoontz, Wells 
Gould, Norman Judd
Hardy, Rufus 
Harreld, John William
Hays, Edward Dixon
Henry, Lewis 
Herrick, Manuel 
Hicks, Frederick Cocks
Himes, Joseph Hendrix
Hogan, Michael Joseph
Houghton, Alanson Bigelow
Huck, Winnifred Sprague Mason
Hukriede, Theodore Waldemar
Humphrey, Augustin Reed
Husted, James William
Hutchinson, Elijah Cubberley
Ireland, Clifford Cady
Jacoway, Henderson Madison
James, Rorer Abraham
Jefferis, Albert Webb
Johnson, Paul Burney
Jones, Evan John
Kalanianaole, Jonah Kuhio
Kelley, Patrick Henry
Kennedy, Ambrose 
Kinkaid, Moses Pierce
Kirkpatrick, William Huntington
Kissel, John 
Kleczka, John Casimir
Kline, Ardolph Loges
Kline, Isaac Clinton
Knight, Charles Landon
Kraus, Milton 
Kreider, Aaron Shenk
Ladd, Edwin Freemont
Lawrence, Henry Franklin
Layton, Caleb Rodney
Lee, Warren Isbell
Lenroot, Irvine Luther
London, Meyer 
Lufkin, Willfred Weymouth
Luhring, Oscar Raymond
Maloney, Robert Sarsfield
Mann, James Robert
Mason, William Ernest
McArthur, Clifton Nesmith
McCormick, Washington Jay
McKinley, William Brown
McLaughlin, Joseph 
McPherson, Isaac Vanbert
Millspaugh, Frank Crenshaw
Mondell, Franklin Wheeler
Montoya, Néstor 
Nelson, Adolphus Peter
Nicholson, Samuel Danford
Nolan, John Ignatius
Norton, Miner Gibbs
Ogden, Charles Franklin
Olpp, Archibald Ernest
Overstreet, James Whetstone
Padgett, Lemuel Phillips
Parker, Richard Wayne
Parrish, Lucian Walton
Paul, John 
Peters, John Andrew
Petersen, Andrew Nicholas
Pringey, Joseph Colburn
Radcliffe, Amos Henry
Rainey, Lilius Bratton
Reavis, Charles Frank
Reber, John 
Rhodes, Marion Edwards
Ricketts, Edwin Darlington
Riddick, Carl Wood
Robertson, Alice Mary
Rodenberg, William August
Rose, John Marshall
Rossdale, Albert Berger
Rucker, William Waller
Ryan, Thomas Jefferson
Scott, Lon Allen
Shaw, Guy Loren
Shelton, Samuel Azariah
Siegel, Isaac 
Sisson, Thomas Upton
Slemp, Campbell Bascom
Spencer, Selden Palmer
Stanfield, Robert Nelson
Steenerson, Halvor 
Stiness, Walter Russell
Stoll, Philip Henry
Sweet, Burton Erwin
Taylor, Chester William
Taylor, Samuel Mitchell
Ten Eyck, Peter Gansevoort
Thorpe, Roy Henry
Underwood, Oscar Wilder
Volk, Lester David
Volstead, Andrew John
Walsh, Joseph 
Watson, Thomas Edward
Weller, Ovington Eugene
Woods, James Pleasant
Bayard, Thomas Francis
Felton, Rebecca Latimer
Pepper, George Wharton
Rawson, Charles Augustus
Allen, Robert Edward Lee
Anderson, Sydney 
Boyce, William Henry
Browne, Charles 
Bruce, William Cabell
Buckley, James Richard
Cantrill, James Campbell
Clark, Frank 
Cockran, William Bourke
Cole, Raymond Clinton
Cook, Samuel Ellis
Croll, William Martin
Cummings, Herbert Wesley
Davis, Charles Russell
Dupré, Henry Garland
Eagan, John Joseph
Edwards, Edward Irving
Evans, Hiram Kinsman
Fairfield, Louis William
Favrot, George Kent
Ferris, Woodbridge Nathan
Fields, William Jason
Fleetwood, Frederick Gleed
Foster, Israel Moore
Ganly, James Vincent
Geran, Elmer Hendrickson
Glatfelter, Samuel Feiser
Graham, William Johnson
Greene, William Stedman
Hooker, James Murray
Hull, Harry Edward
Humphreys, Benjamin Grubb
Humphreys, William Yerger
Jones, Andrieus Aristieus
Jost, Henry Lee
Kahn, Julius 
Kitchin, Claude 
La Follette, Robert Marion
Larson, Oscar John
Leach, Robert Milton
Lilly, Thomas Jefferson
Little, Edward Campbell
Lodge, Henry Cabot
Logan, William Turner
MacLafferty, James Henry
Mayfield, Earle Bradford
McKenzie, John Charles
McLean, George Payne
McNulty, Frank Joseph
Miller, Edward Edwin
Minahan, Daniel Francis
Moore, Allen Francis
Moore, Robert Lee
Moores, Merrill 
Morris, Joseph Watkins
Mott, Luther Wright
Mudd, Sydney Emanuel
Nolan, Mae Ella
O’Brien, Charles Francis Xavier
O’Sullivan, Patrick Brett
Osborne, Henry Zenas
Paige, Calvin DeWitt
Park, Frank 
Rainey, John William
Ralston, Samuel Moffett
Reed, James Alexander
Reed, Stuart Felix
Richards, Charles Lenmore
Riordan, Daniel Joseph
Roach, Sidney Crain
Rosenbloom, Benjamin Louis
Salmon, William Charles
Sanders, Everett 
Sawyer, Lewis Ernest
Sherwood, Isaac R.
Sites, Frank Crawford
Smith, John M. C.
Snyder, Homer Peter
Stengle, Charles Irwin
Tague, Peter Francis
Towner, Horace Mann
Tyson, John Russell
Ward, Charles Bonnell
Ward, Hallett Sydney
Watkins, Elton 
Webster, John Stanley
Wertz, George M.
Wilson, William Edward
Winslow, Samuel Ellsworth
Wise, James Walter
Wolff, Joseph Scott
Young, George Morley
Butler, William Morgan
Means, Rice William
Appleby, Stewart Hoffman
Bailey, Ralph Emerson
Bixler, Harris Jacob
Blease, Coleman Livingston
Carpenter, Edmund Nelson
Carter, Charles David
Churchill, George Bosworth
Cleary, William Edward
Deneen, Charles Samuel
Edge, Walter Evans
Fairchild, Benjamin Lewis
Fernald, Bert Manfred
Flaherty, Lawrence James
Fredericks, John Donnan
Fuller, Charles Eugene
Funk, Frank Hamilton
Gillett, Frederick Huntington
Goff, Guy Despard
Gorman, John Jerome
Heflin, James Thomas
Hill, John Boynton Philip Clayton
Jarrett, William Paul
Johnson, Ben 
Keller, Oscar Edward
Kirk, Andrew Jackson
Langley, John Wesley
Lee, Gordon 
Lineberger, Walter Franklin
Little, Chauncey Bundy
Magee, James McDevitt
McLaughlin, Melvin Orlando
McMaster, William Henry
Mills, Ogden Livingston
Montgomery, Samuel James
Newton, Cleveland Alexander
Patterson, Francis Ford
Perlman, Nathan David
Phillips, Thomas Wharton
Phipps, Lawrence Cowle
Pine, William Bliss
Raker, John Edward
Ransdell, Joseph Eugene
Rogers, John Jacob
Rouse, Arthur Blythe
Sackett, Frederic Mosley
Scott, Frank Douglas
Simmons, Furnifold McLendel
Smithwick, John Harris
Sosnowski, John Bartholomew
Swartz, Joshua William
Swoope, William Irvin
Taylor, Herbert Worthington
Taylor, James Alfred
Thayer, Harry Irving
Thomas, Robert Young
Tincher, Jasper Napoleon
Tolley, Harold Sumner
Tyson, Lawrence Davis
Upshaw, William David
Voigt, Edward 
Walters, Anderson Howell
Warren, Francis Emroy
Wefald, Knud 
Wheeler, Loren Edgar
Williams, Arthur Bruce
Williams, George Howard
Woodyard, Harry Chapman
du Pont, Thomas Coleman
Gould, Arthur Robinson
Hawes, Harry Bartow
Smith, Frank Leslie
Steck, Daniel Frederic
Stewart, David Wallace
Anthony, Daniel Read
Beck, Joseph David
Begg, James Thomas
Berger, Victor Luitpold
Bingham, Hiram 
Black, Eugene 
Blaine, John James
Boies, William Dayton
Bowles, Henry Leland
Bowling, William Bismarck
Brookhart, Smith Wildman
Broussard, Edwin Sidney
Bushong, Robert Grey
Butler, Thomas Stalker
Caraway, Thaddeus Horatius
Carss, William Leighton
Cohen, William Wolfe
Combs, George Hamilton
Crumpacker, Maurice Edgar
Curtis, Charles 
Dale, Porter Hinman
Davey, Martin Luther
Deal, Joseph Thomas
England, Edward Theodore
Faust, Charles Lee
Fitzgerald, William Thomas
Frothingham, Louis Adams
Furlow, Allen John
Gallivan, James Ambrose
Gardner, Frank 
Garrett, Finis James
Gooding, Frank Robert
Green, William Raymond
Harrison, Thomas Walter
Hazlett, James Miller
Hersey, Ira Greenlief
Howard, Everette Burgess
Jacobstein, Meyer 
Jones, Wesley Livsey
Kent, Everett 
Kindred, John Joseph
King, Edward John
Lazaro, Ladislas 
Lowrey, Bill Green
Lyon, Homer Le Grand
MacGregor, Clarence 
Madden, Martin Barnaby
Magee, Walter Warren
Monast, Louis 
Moore, Paul John
Moorman, Henry DeHaven
Morin, John Mary
Morrow, John 
Moses, George Higgins
O’Brien, William Smith
Oddie, Tasker Lowndes
Oldfield, William Allan
Overman, Lee Slater
Palmer, Cyrus Maffet
Peery, George Campbell
Rathbone, Henry Riggs
Reed, James Byron
Rubey, Thomas Lewis
Shortridge, Samuel Morgan
Sinnott, Nicholas John
Smoot, Reed 
Stephens, Ambrose Everett Burnside
Strother, James French
Sweet, Thaddeus C.
Tatgenhorst, Charles 
Tillman, John Newton
Updike, Ralph Eugene
Vaile, William Newell
Vare, William Scott
Vincent, Earl W.
Ware, Orie Solomon
Waterman, Charles Winfield
Watson, James Eli
White, Hays Baxter
White, Sebastian Harrison
Willis, Frank Bartlett
Wilson, Thomas Webber
Winter, Charles Edwin
Burton, Theodore Elijah
Glenn, Otis Ferguson
Larrazolo, Octaviano Ambrosio
Locher, Cyrus 
Allen, Henry Justin
Baird, David 
Baird, Joseph Edward
Bell, Thomas Montgomery
Blackburn, Robert E. Lee
Box, John Calvin
Brigham, Elbert Sidney
Brock, William Emerson
Browne, Edward Everts
Carew, John Francis
Casey, John Joseph
Chalmers, William Wallace
Clark, Linwood Leon
Craddock, John Durrett
Cramton, Louis Convers
Curry, Charles Forrest
Cutting, Bronson Murray
Dempsey, Stephen Wallace
Denison, Edward Everett
Dill, Clarence Cleveland
Dorsey, John Lloyd
Doyle, Thomas Aloysius
Dunbar, James Whitson
Elliott, Richard Nash
Ellis, Edgar Clarence
Esterly, Charles Joseph
Fenn, Edward Hart
Fess, Simeon Davison
Fisher, Hubert Frederick
Fitzgerald, Roy Gerald
Fort, Franklin William
Gabaldon, Isauro 
Garber, Jacob Aaron
Glynn, James Peter
Goldsborough, Phillips Lee
Greene, Frank Lester
Griest, William Walton
Grundy, Joseph Ridgway
Hall, Albert Richardson
Halsey, Thomas Jefferson
Hammer, William Cicero
Hatfield, Henry Drury
Hebert, Felix 
Hickey, Andrew James
Hoffman, Harold Giles
Howell, Robert Beecher
Hudson, Grant Martin
Hudspeth, Claude Benton
Hughes, James Anthony
Irwin, Edward Michael
James, Hinton 
Johnson, Fred Gustus
Johnston, Rowland Louis
Jonas, Charles Andrew
Kaynor, William Kirk
Kean, Hamilton Fish
Kearns, Charles Cyrus
Kendall, Elva Roscoe
Kendrick, John Benjamin
Kiefner, Charles Edward
Kiess, Edgar Raymond
Kincheloe, David Hayes
Korell, Franklin Frederick
Kvale, Ole Juulson
Lampert, Florian 
Langley, Katherine Gudger
Leatherwood, Elmer O.
Lee, Robert Quincy
Letts, Fred Dickinson
Martin, Whitmell Pugh
McCloskey, Augustus 
McCormick, Ruth Hanna
McCulloch, Roscoe Conkling
Menges, Franklin 
Michaelson, Magne Alfred
Miller, John Franklin
Moore, Robert Walton
Morgan, William Mitchell
Newhall, Judson Lincoln
Newton, Walter Hughes
O’Connell, David Joseph
O’Connell, Jeremiah Edward
O’Connor, Charles 
O’Connor, James 
Oldfield, Pearl Peden
Palmer, John William
Patterson, Roscoe Conkling
Porter, Stephen Geyer
Pritchard, George Moore
Quayle, John Francis
Ramey, Frank Marion
Reed, David Aiken
Roark, Charles Wickliffe
Robinson, Arthur Raymond
Rowbottom, Harry Emerson
Sears, Willis Gratz
Shaffer, Joseph Crockett
Simms, Albert Gallatin
Sloan, Charles Henry
Speaks, John Charles
Spearing, James Zacharie
Sproul, Elliott Wilford
Sproul, William Henry
Stedman, Charles Manly
Steele, Leslie Jasper
Stephens, Hubert Durrett
Stobbs, George Russell
Stone, Ulysses Stevens
Sullivan, Patrick Joseph
Sutherland, Daniel Alexander
Swanson, Claude Augustus
Thompson, Charles James
Wainwright, Jonathan Mayhew
Walcott, Frederic Collin
Walker, Lewis Leavell
Watres, Laurence Hawley
Weller, Royal Hurlburt
Whitehead, Joseph 
Williams, Thomas Sutler
Wingo, Otis Theodore
Wolverton, John Marshall
Zihlman, Frederick Nicholas
Carey, Robert Davis
Morrow, Dwight Whitney
Partridge, Frank Charles
Williamson, Ben Mitchell
Ackerman, Ernest Robinson
Adkins, Charles 
Aldrich, Richard Steere
Allen, John Clayton
Arentz, Samuel Shaw
Aswell, James Benjamin
Bachmann, Carl George
Baldrige, Howard Malcolm
Barbour, Henry Ellsworth
Barton, William Edward
Beers, Edward McMath
Biddle, Joseph Franklin
Bohn, Frank Probasco
Brand, Charles 
Bratton, Sam Gilbert
Burdick, Clark 
Burtness, Olger Burton
